31,O,N,NO,-,-           ,4,1.00E-10,0,0,5.46E-33,0,155,1.00E-13,0,0,0.4,196-298,"Campbell73,estimate_#atoms",kinf taken to be >> k0[M]
32,O,N2D,N,O,-,2,3.30E-12,0,-260,0.00E+00,0,0,0.00E+00,0,0,0,300-400,Herron99,
33,O,NO,NO2,-,-,4,4.90E-10,-0.4,0,9.20E-28,-1.6,0,0.00E+00,0,0,0.8,200-2200,Baulch05,
34,O,NO2,NO,O2,-           ,2,5.12E-12,0,210,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
35,O,NO2,NO3,-,-,4,1.19E-09,-0.7,0,7.19E-27,-1.8,0,0.00E+00,0,0,0.4,,Sander06,
36,O,HONO,NO2,OH,-,2,2.01E-11,0,-3000,0.00E+00,0,0,0.00E+00,0,0,0,300-2500,Tsang91,
37,O,NO3,O2,NO2,-,2,1.00E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298-329,Sander06,
38,O,HO2NO2,OH,NO2,O2,2,7.80E-11,0,-3400,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
39,O1D,-,O,-,-,1,6.70E-03,0,0,0.00E+00,0,0,0.00E+00,0,0,0,,Okabe78,
40,O1D,H2,OH,H,-,2,1.10E-10,0,0,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
41,O1D,H2O,OH,OH,-,2,1.63E-10,0,60,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
42,O1D,O2,O,O2,-,2,3.30E-11,0,55,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
43,O1D,H2O2,?,-,-,2,5.20E-10,0,0,0.00E+00,0,0,0.00E+00,0,0,0,300,Fletcher76,
44,O1D,O3,O,O,O2,2,1.20E-10,0,0,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
45,O1D,O3,O2,O2,-           ,2,1.20E-10,0,0,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
46,O1D,CO,O,CO,-,2,4.70E-11,0,63,0.00E+00,0,0,0.00E+00,0,0,0,113-333,Davidson78,
47,O1D,CO,CO2,-,-,2,8.00E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,100-2100,Tully75,
48,O1D,NO,O,NO,-           ,2,4.00E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,300,Doroshenko92,
49,O1D,CO2,O,CO2,-,2,7.50E-11,0,115,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
50,O1D,NO2,O,NO2,-,2,1.13E-10,0,115,0.00E+00,0,0,0.00E+00,0,0,0,298,Paraskevopoulos71,
51,O1D,NO2,O2,NO,-           ,2,2.31E-10,0,0,0.00E+00,0,0,0.00E+00,0,0,0,300,Heidner73,
52,O1D,N2,O,N2,-,2,2.15E-11,0,110,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
53,O1D,N2,N2O,-,-,4,4.75E-34,-0.9,0,4.75E-34,-0.9,0,0.00E+00,0,0,0.4,,Sander06,
54,O1D,N2O,N2,O2,-           ,2,4.70E-11,0,20,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
55,O1D,N2O,NO,NO,-,2,6.70E-11,0,20,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
56,OH,H2,H2O,H,-,2,2.80E-12,0,-1800,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
57,OH,OH,H2O,O,-           ,2,1.80E-12,0,0,0.00E+00,0,0,0.00E+00,0,0,0,200-300,Sander06,
58,OH,OH,H2O2,-,-,4,2.60E-11,0,0,6.60E-29,-0.8,0,0.00E+00,0,0,0.4,200-400,Baulch05,
59,OH,HO2,H2O,O2,-,2,4.80E-11,0,250,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
60,OH,H2O2,HO2,H2O,-           ,2,1.80E-12,0,0,0.00E+00,0,0,0.00E+00,0,0,0,200-300,Sander06,
61,OH,O3,O2,HO2,-,2,1.70E-12,0,-940,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
462,OH          ,CO          ,CO2         ,H           ,-           ,5,1.63E-06,6.1,0,4.90E-15,0.6,0,0.00E+00,0,0,0,200-300,Sander11,little T variation down to 83 K according to Frost93
63,OH,CO,HOCO,-,-           ,4,1.80E-09,-1.3,0,2.01E-36,1.4,0,0.00E+00,0,0,0.4,,Sander06,
64,OH,HOCO,CO2,H2O,-,2,1.03E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,300,Yu05,
65,OH,N,NO,H,-,2,3.09E-09,-0.69,-48,0.00E+00,0,0,0.00E+00,0,0,0,103-294,Smith94,
66,OH,NO,HONO,-,-           ,4,6.37E-11,-0.1,0,1.94E-24,-2.6,0,0.00E+00,0,0,0.4,,Sander06,
67,OH,N2O,HO2,N2,-,2,3.80E-17,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Biermann76,
68,OH,NO2,HONO2,-,-,4,2.80E-11,0,0,4.86E-23,-3,0,0.00E+00,0,0,0.4,,Sander06,
69,OH,NO2,HOONO,-,-,4,7.27E-10,-0.5,0,4.17E-22,-3.9,0,0.00E+00,0,0,0.4,,Sander06,
70,OH,HONO,H2O,NO2,-,2,1.80E-11,0,-390,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
71,OH,NO3,HO2,NO2,-,2,2.20E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
72,OH,HO2NO2,H2O,NO2,O2,2,1.30E-12,0,380,0.00E+00,0,0,0.00E+00,0,0,0,298,Sander06,
73,OH,HNO3,H2O,NO3,-           ,2,2.40E-14,0,460,0.00E+00,0,0,0.00E+00,0,0,0,200-300,Sander06,*
74,OH,HNO3,H2O,NO3,-           ,4,2.70E-17,0,2199,6.50E-34,0,1335,0.00E+00,0,0,0.4,200-300,Sander06,*
75,N,O2,NO,O,-,2,1.50E-11,0,-3600,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
76,N,CO2,NO,CO,-,2,3.20E-13,0,-1710,0.00E+00,0,0,0.00E+00,0,0,0,291-523,Avramenko67,
77,N,O3,NO,O2,-           ,2,1.00E-16,0,0,0.00E+00,0,0,0.00E+00,0,0,0.4,,Nair#15,
78,N,NO,N2,O,-,2,2.10E-11,0,100,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
79,N,NO2,N2O,O,-,2,5.80E-12,0,220,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
80,N2D,-,N,-,-           ,1,2.30E-05,0,0,0.00E+00,0,0,0.00E+00,0,0,0,,Okabe78,
81,N2D,H2,NH,H,-,2,4.20E-11,0,-880,0.00E+00,0,0,0.00E+00,0,0,0,200-300,Herron99,
82,N2D,H2O,NH,OH,-,2,1.30E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
83,N2D,H2O,H,HNO,-           ,2,1.30E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
84,N2D,H2O,H2,NO,-,2,1.30E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
85,N2D,O2,NO,O,-,2,9.70E-12,0,-185,0.00E+00,0,0,0.00E+00,0,0,0,200-500,Herron99,
86,N2D,CO,N,CO,-           ,2,1.90E-12,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
87,N2D,CO2,NO,CO,-,2,3.60E-13,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
88,N2D,NO,N2,O,-,2,6.00E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
89,N2D,N2,N,N2,-           ,2,1.70E-14,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Herron99,
90,N2D,N2O,N2,NO,-,2,1.50E-11,0,-570,0.00E+00,0,0,0.00E+00,0,0,0,200-400,Herron99,
91,NO,O3,NO2,O2,-,2,3.00E-12,0,-1500,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
92,NO,NO3,NO2,NO2,-,2,1.50E-11,0,170,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
93,NO2,O3,NO3,O2,-,2,1.20E-13,0,-2450,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
94,NO2,NO3,NO,NO2,O2,2,4.50E-14,0,-1260,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
95,NO2,NO3,N2O5,-,-,4,7.59E-11,-0.7,0,1.59E-19,-4.4,0,0.00E+00,0,0,0.4,,Sander06,
96,NO3,NO3,NO2,NO2,O2,2,8.50E-13,0,-2450,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
97,HOCO,O2,CO2,HO2,-,2,2.00E-12,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Sander06,
98,HO2,H2,H2O2,H,-,2,5.00E-11,0,-13101,0.00E+00,0,0,0.00E+00,0,0,0,300-2500,Tsang86,
99,HO2,HO2,H2O2,O2,-,2,4.20E-12,0,-240,0.00E+00,0,0,0.00E+00,0,0,0,,Anbar93,*
100,HO2,HO2,H2O2,O2,-,3,1.50E-11,0,0,1.70E-28,-0.8,0,0.00E+00,0,0,0.4,,Anbar93,*
101,HO2,O3,O2,O2,OH,2,1.00E-14,0,-490,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
102,HO2,CO,CO2,OH,-,2,3.45E-12,0.5,-11501,0.00E+00,0,0,0.00E+00,0,0,0,250-800,Volman96,
103,HO2,N,NO,OH,-,2,2.19E-11,0,0,0.00E+00,0,0,0.00E+00,0,0,0,300,Brune83,
104,HO2,NO,NO2,OH,-,2,3.50E-12,0,250,0.00E+00,0,0,0.00E+00,0,0,0,,Sander06,
105,HO2,NO2,HO2NO2,-,-,4,1.54E-09,-1.1,0,5.29E-23,-3.4,0,0.00E+00,0,0,0.4,,Sander06,
106,HO2,NO3,OH,NO2,O2,2,3.50E-12,0,0,0.00E+00,0,0,0.00E+00,0,0,0,298,Sander06,
,,,,,,,,,,,,,,,,,,,
107,C,H,CH,hv,-,2,1.00E-17,0,0,0,0,0,0,0,0,0.00E+00,,,
108,C,H2,CH2,-,-,4,2.06E-11,0,-57,0,0,0,2.50E-28,0,0,0.00E+00,,,
109,C,C,C2,hv,-,2,1.00E-17,0,0,0,0,0,0,0,0,0.00E+00,,,
110,C,O,CO,hv,-,2,1.74658E-19,0.705,-136,0,0,0,0,0,0,0.00E+00,,,
111,C,OH,CO,H,-,2,7.95137E-10,-0.339,-0.108,0,0,0,0,0,0,0.00E+00,,,
112,C,O2,CO,O,-,2,3.03351E-10,-0.32,0,0,0,0,0,0,0,0.00E+00,,,
113,C,N,CN,hv,-,2,3.49192E-19,0.14,-0.18,0,0,0,0,0,0,0.00E+00,,,
114,C,NO,O,CN,-,2,1.49E-10,-0.16,0,0,0,0,0,0,0,0.00E+00,,,
115,C,NO,CO,N,-,2,2.24E-10,-0.16,0,0,0,0,0,0,0,0.00E+00,,,
